"OrderID","CustomerID","EmployeeID","ShippingMethodID","OrderDate","ShipDate","FreightCharge"
"149","2","2","1","9/18/2003","9/18/2003","0.00"
"150","8","2","1","9/18/2003","9/18/2003","0.00"
"152","7","2","1","9/19/2003","9/19/2003","0.00"
"153","8","2","1","9/19/2003","9/19/2003","0.00"
"154","19","2","1","9/22/2003","9/22/2003","0.00"
"155","29","2","1","9/23/2003","9/23/2003","0.00"
"158","1","2","1","9/23/2003","9/23/2003","0.00"
"159","18","2","1","9/23/2003","9/23/2003","0.00"
"160","2","2","1","9/24/2003","9/24/2003","0.00"
"161","2","2","1","9/25/2003","9/25/2003","0.00"
"162","7","2","1","9/23/2003","9/23/2003","0.00"
"164","8","2","1","9/24/2003","9/24/2003","0.00"
"165","5","2","1","9/24/2003","9/24/2003","0.00"
"166","22","2","1","9/26/2003","9/26/2003","0.00"
"167","5","2","1","9/26/2003","9/26/2003","0.00"
"168","4","1","1","9/29/2003","9/29/2003","0.00"
"170","31","1","1","9/29/2003","9/29/2003","0.00"
"171","32","2","1","9/27/2003","9/27/2003","0.00"
"172","32","2","1","9/29/2003","9/29/2003","0.00"
"173","2","1","1","10/1/2003","10/1/2003","0.00"
"175","5","1","1","10/1/2003","10/1/2003","0.00"
"176","22","2","1","9/30/2003","9/30/2003","0.00"
"177","32","2","1","9/30/2003","9/30/2003","0.00"
"178","22","2","1","10/1/2003","10/1/2003","0.00"
"179","2","1","1","10/2/2003","10/2/2003","0.00"
"180","3","1","1","10/2/2003","10/2/2003","0.00"
"181","6","2","1","10/2/2003","10/2/2003","0.00"
"182","22","2","1","10/2/2003","10/2/2003","0.00"
"183","18","1","1","10/2/2003","10/2/2003","0.00"
"184","7","2","1","10/2/2003","10/2/2003","0.00"
"185","8","2","1","10/3/2003","10/3/2003","0.00"
"186","22","2","1","10/3/2003","10/3/2003","0.00"
"187","5","2","1","10/3/2003","10/3/2003","0.00"
"189","22","2","1","10/6/2003","10/6/2003","0.00"
"190","5","2","1","10/6/2003","10/6/2003","0.00"
"191","6","2","1","10/6/2003","10/6/2003","0.00"
"192","22","2","1","10/6/2003","10/6/2003","0.00"
"193","3","2","1","10/6/2003","10/6/2003","0.00"
"194","7","2","1","10/6/2003","10/6/2003","0.00"
"195","33","2","1","10/7/2003","10/7/2003","0.00"
"196","13","1","1","10/7/2003","10/7/2003","0.00"
"197","2","2","1","10/7/2003","10/7/2003","0.00"
"198","18","2","1","10/8/2003","10/8/2003","0.00"
"199","7","1","1","10/8/2003","10/8/2003","0.00"
"200","2","2","1","10/8/2003","10/8/2003","0.00"
"201","22","2","1","10/8/2003","10/8/2003","0.00"
"202","23","2","1","10/8/2003","10/8/2003","0.00"
"203","22","2","1","10/9/2003","10/9/2003","0.00"
"204","5","2","1","10/9/2003","10/9/2003","0.00"
"205","32","2","1","10/10/2003","10/10/2003","0.00"
"206","5","2","1","10/10/2003","10/10/2003","0.00"
"207","34","2","1","10/10/2003","10/10/2003","0.00"
"208","7","2","1","10/11/2003","10/11/2003","0.00"
"209","6","2","1","10/13/2003","10/13/2003","0.00"
"210","22","2","1","10/13/2003","10/13/2003","0.00"
"211","2","2","1","10/13/2003","10/13/2003","0.00"
"212","5","2","1","10/13/2003","10/13/2003","0.00"
"213","22","2","1","10/14/2003","10/14/2003","0.00"
"214","5","2","1","10/14/2003","10/14/2003","0.00"
"215","4","2","1","10/15/2003","10/15/2003","0.00"
"216","35","1","1","10/16/2003","10/16/2003","0.00"
"217","22","2","1","10/16/2003","10/16/2003","0.00"
"218","3","2","1","10/16/2003","10/16/2003","0.00"
"219","3","2","1","10/17/2003","10/17/2003","0.00"
"220","5","2","1","10/18/2003","10/18/2003","0.00"
"221","24","2","1","10/17/2003","10/17/2003","0.00"
"222","3","1","1","10/20/2003","10/20/2003","0.00"
"223","21","1","1","10/20/2003","10/20/2003","0.00"
"224","22","1","1","10/20/2003","10/20/2003","0.00"
"225","3","1","1","10/20/2003","10/20/2003","0.00"
"226","22","2","1","10/21/2003","10/21/2003","0.00"
"227","23","1","1","10/21/2003","10/21/2003","0.00"
"228","18","1","1","10/21/2003","10/21/2003","0.00"
"229","19","1","1","10/22/2003","10/22/2003","0.00"
"230","2","1","1","10/22/2003","10/22/2003","0.00"
"231","3","1","1","10/22/2003","10/22/2003","0.00"
"232","36","1","1","10/23/2003","10/23/2003","0.00"
"233","6","2","1","10/23/2003","10/23/2003","0.00"
"234","22","2","1","10/23/2003","10/23/2003","0.00"
"235","5","1","1","10/23/2003","10/23/2003","0.00"
"236","3","2","1","10/23/2003","10/23/2003","0.00"
"237","37","1","1","10/24/2003","10/24/2003","0.00"
"238","5","1","1","10/24/2003","10/24/2003","0.00"
"239","38","1","1","10/24/2003","10/24/2003","0.00"
"240","7","1","1","10/24/2003","10/24/2003","0.00"
"241","39","1","1","10/24/2003","10/24/2003","0.00"
"242","40","2","1","10/25/2003","10/25/2003","0.00"
"243","40","2","1","10/27/2003","10/27/2003","0.00"
"244","3","1","1","10/27/2003","10/27/2003","0.00"
"245","22","2","1","10/27/2003","10/27/2003","0.00"
"246","5","2","1","10/27/2003","10/27/2003","0.00"
"247","5","2","1","10/28/2003","10/28/2003","0.00"
"249","7","2","1","10/28/2003","10/28/2003","0.00"
"250","40","1","1","10/29/2003","10/29/2003","0.00"
"251","22","2","1","10/29/2003","10/29/2003","0.00"
"252","22","2","1","10/30/2003","10/30/2003","0.00"
"253","22","2","1","10/30/2003","10/31/2003","0.00"
"255","40","2","1","10/30/2003","10/30/2003","0.00"
"256","2","2","1","10/31/2003","10/31/2003","0.00"
"257","13","2","1","11/3/2003","11/3/2003","0.00"
"258","22","2","1","10/31/2003","10/31/2003","0.00"
"259","4","2","1","11/1/2003","11/1/2003","0.00"
"260","7","2","1","11/1/2003","11/1/2003","0.00"
"261","40","2","1","11/3/2003","11/3/2003","0.00"
"262","41","2","1","11/3/2003","11/3/2003","0.00"
"263","40","2","1","11/4/2003","11/4/2003","0.00"
"264","6","2","1","11/4/2003","11/4/2003","0.00"
"265","7","2","1","11/5/2003","11/5/2003","0.00"
"266","7","2","1","11/5/2003","11/5/2003","0.00"
"267","42","2","1","11/5/2003","11/5/2003","19.97"
"268","7","2","1","11/5/2003","11/5/2003","0.00"
"269","2","2","1","11/6/2003","11/6/2003","0.00"
"270","40","2","1","11/6/2003","11/6/2003","0.00"
"271","22","2","1","11/7/2003","11/7/2003","0.00"
"272","22","2","1","11/10/2003","11/10/2003","0.00"
"273","3","2","1","11/10/2003","11/10/2003","0.00"
"274","40","2","1","11/10/2003","11/10/2003","0.00"
"275","5","2","1","11/10/2003","11/10/2003","0.00"
"276","22","2","1","11/11/2003","11/11/2003","0.00"
"277","32","2","1","11/10/2003","11/10/2003","0.00"
"278","8","2","1","11/11/2003","11/11/2003","0.00"
"280","22","2","1","11/11/2003","11/11/2003","0.00"
"281","5","2","1","11/12/2003","11/12/2003","0.00"
"282","43","2","1","11/11/2003","11/11/2003","0.00"
"283","44","2","1","11/11/2003","11/11/2003","0.00"
"284","45","2","1","11/11/2003","11/11/2003","0.00"
"285","40","2","1","11/12/2003","11/12/2003","0.00"
"286","22","2","1","11/13/2003","11/13/2003","0.00"
"288","47","2","1","11/13/2003","11/13/2003","0.00"
"289","40","2","1","11/13/2003","11/13/2003","0.00"
"290","22","2","1","11/14/2003","11/14/2003","0.00"
"291","40","2","1","11/14/2003","11/14/2003","0.00"
"292","22","2","1","11/17/2003","11/17/2003","0.00"
"293","40","2","1","11/17/2003","11/17/2003","0.00"
"294","21","2","1","11/17/2003","11/17/2003","0.00"
"295","23","2","1","11/17/2003","11/17/2003","0.00"
"296","7","2","1","11/17/2003","11/17/2003","0.00"
"297","48","2","1","11/18/2003","11/18/2003","0.00"
"298","33","2","1","11/18/2003","11/18/2003","0.00"
"299","1","2","1","11/18/2003","11/18/2003","0.00"
"300","3","2","1","11/18/2003","11/18/2003","0.00"
"303","3","2","1","11/19/2003","11/19/2003","0.00"
"304","18","2","1","11/19/2003","11/19/2003","0.00"
"305","22","2","1","11/19/2003","11/19/2003","0.00"
"306","40","2","1","11/19/2003","11/19/2003","0.00"
"307","2","2","1","11/19/2003","11/19/2003","0.00"
"308","23","2","1","11/20/2003","11/20/2003","0.00"
"309","40","2","1","11/21/2003","11/21/2003","0.00"
"311","41","2","1","11/22/2003","11/22/2003","0.00"
"313","7","2","1","11/22/2003","11/22/2003","0.00"
"314","13","2","1","11/22/2003","11/22/2003","0.00"
"315","22","2","1","11/24/2003","11/24/2003","0.00"
"316","3","2","1","11/24/2003","11/24/2003","0.00"
"317","5","2","1","11/24/2003","11/24/2003","0.00"
"318","36","2","1","11/25/2003","11/25/2003","0.00"
"319","22","2","1","11/25/2003","11/25/2003","0.00"
"320","40","2","1","11/26/2003","11/26/2003","0.00"
"321","21","2","1","11/26/2003","11/26/2003","0.00"
"322","22","2","1","11/26/2003","11/26/2003","0.00"
"323","24","2","1","11/27/2003","11/27/2003","0.00"
"324","2","2","1","11/28/2003","11/28/2003","0.00"
"325","22","2","1","11/28/2003","11/28/2003","0.00"
"326","18","2","1","11/28/2003","11/28/2003","0.00"
"328","7","2","1","11/28/2003","11/28/2003","0.00"
"329","5","2","1","11/29/2003","11/29/2003","0.00"
"330","44","2","1","12/1/2003","12/1/2003","0.00"
"332","40","2","1","12/1/2003","12/1/2003","0.00"
"333","3","2","1","12/1/2003","12/1/2003","0.00"
"334","5","2","1","12/1/2003","12/1/2003","0.00"
"335","18","2","1","12/1/2003","12/1/2003","0.00"
"336","19","2","1","12/2/2003","12/2/2003","0.00"
"337","40","2","1","12/2/2003","12/2/2003","0.00"
"338","3","2","1","12/2/2003","12/2/2003","0.00"
"339","5","2","1","12/2/2003","12/2/2003","0.00"
"340","6","2","1","12/3/2003","12/3/2003","0.00"
"341","21","2","1","12/3/2003","12/3/2003","0.00"
"342","22","2","1","12/3/2003","12/3/2003","0.00"
"343","3","2","1","12/3/2003","12/3/2003","0.00"
"344","40","2","1","12/4/2003","12/4/2003","0.00"
"345","2","2","1","12/4/2003","12/4/2003","0.00"
"346","5","2","1","12/6/2003","12/3/2003","0.00"
"347","40","2","1","12/6/2003","12/6/2003","0.00"
"348","50","2","1","1/19/2004","1/19/2004","0.00"
"349","40","2","1","12/8/2003","12/8/2003","0.00"
"350","18","2","1","12/8/2003","12/8/2003","0.00"
"351","42","2","1","12/8/2003","12/8/2003","20.00"
"352","22","2","1","12/9/2003","12/9/2003","0.00"
"353","6","2","1","12/9/2003","12/9/2003","0.00"
"354","3","2","1","12/9/2003","12/9/2003","0.00"
"355","51","2","1","12/9/2003","12/9/2003","0.00"
"356","18","2","1","12/9/2003","12/9/2003","0.00"
"358","19","2","1","12/10/2003","12/10/2003","0.00"
"359","45","2","1","12/10/2003","12/10/2003","0.00"
"360","32","2","1","12/10/2003","12/10/2003","0.00"
"361","40","2","1","12/10/2003","12/10/2003","0.00"
"362","22","2","1","12/11/2003","12/11/2003","0.00"
"363","22","2","1","12/11/2003","12/11/2003","0.00"
"364","5","2","1","12/11/2003","12/11/2003","0.00"
"365","52","2","1","12/11/2003","12/11/2003","0.00"
"367","21","2","1","12/11/2003","12/11/2003","0.00"
"368","5","2","1","12/12/2003","12/12/2003","0.00"
"369","22","2","1","12/15/2003","12/15/2003","0.00"
"371","40","2","1","12/15/2003","12/15/2003","0.00"
"372","2","2","1","12/15/2003","12/15/2003","0.00"
"373","22","2","1","12/16/2003","12/16/2003","0.00"
"374","25","2","1","12/16/2003","12/16/2003","0.00"
"375","53","2","1","12/17/2003","12/17/2003","0.00"
"376","40","2","1","12/18/2003","12/18/2003","0.00"
"377","1","2","1","12/18/2003","12/18/2003","0.00"
"378","5","2","1","12/18/2003","12/18/2003","0.00"
"379","18","2","1","12/18/2003","12/18/2003","0.00"
"380","40","2","1","12/19/2003","12/19/2003","0.00"
"381","3","2","1","12/19/2003","12/19/2003","0.00"
"382","22","2","1","12/19/2003","12/19/2003","0.00"
"383","32","2","1","12/19/2003","12/19/2003","0.00"
"384","32","2","1","12/19/2003","12/19/2003","0.00"
"385","32","2","1","12/19/2003","12/19/2003","0.00"
"386","2","2","1","12/19/2003","12/19/2003","0.00"
"387","7","2","1","12/19/2003","12/19/2003","0.00"
"388","26","2","1","12/20/2003","12/20/2003","0.00"
"389","40","2","1","12/20/2003","12/20/2003","0.00"
"390","6","2","1","12/22/2003","12/22/2003","0.00"
"391","40","2","1","12/22/2003","12/22/2003","0.00"
"392","40","2","1","12/22/2003","12/22/2003","0.00"
"393","5","2","1","12/22/2003","12/22/2003","0.00"
"394","22","2","1","12/22/2003","12/22/2003","0.00"
"395","5","2","1","12/22/2003","12/22/2003","0.00"
"396","2","2","1","12/22/2003","12/22/2003","0.00"
"397","40","2","1","12/23/2003","12/23/2003","0.00"
"398","54","2","1","12/23/2003","12/23/2003","17.09"
"399","13","2","1","12/23/2003","12/23/2003","21.54"
"400","2","2","1","12/24/2003","12/24/2003","0.00"
"401","21","2","1","12/25/2003","12/25/2003","0.00"
"402","40","1","1","12/25/2003","12/25/2003","0.00"
"403","5","2","1","12/26/2003","12/26/2003","0.00"
"404","40","2","1","12/27/2003","12/21/2003","0.00"
"405","7","2","1","12/27/2003","12/27/2003","0.00"
"406","3","2","1","12/29/2003","12/29/2003","0.00"
"408","5","2","1","12/30/2003","12/30/2003","0.00"
"409","40","2","1","12/30/2003","12/30/2003","0.00"
"410","18","2","1","12/30/2003","12/30/2003","0.00"
"411","7","2","1","1/5/2004","1/5/2004","0.00"
"412","7","2","1","1/5/2004","1/5/2004","0.00"
"413","5","2","1","1/5/2004","1/5/2004","0.00"
"415","2","7","1","1/8/2004","1/8/2004","0.00"
"416","21","7","1","1/10/2004","1/10/2004","0.00"
"418","24","2","1","1/10/2004","1/10/2004","0.00"
"419","25","7","1","1/10/2004","1/10/2004","21.97"
"420","8","7","1","1/10/2004","1/10/2004","0.00"
"421","40","7","1","1/12/2004","1/12/2004","0.00"
"424","55","7","1","1/12/2004","1/12/2004","0.00"
"425","5","7","1","1/12/2004","1/12/2004","0.00"
"427","6","2","1","1/12/2004","1/12/2004","0.00"
"428","56","2","1","1/12/2004","1/12/2004","0.00"
"430","2","2","1","1/13/2004","1/13/2004","0.00"
"431","5","2","1","1/13/2004","1/13/2004","0.00"
"432","18","7","1","1/13/2004","1/13/2004","0.00"
"433","40","7","1","1/14/2004","1/14/2004","0.00"
"434","23","7","1","1/14/2004","1/14/2004","0.00"
"435","2","2","1","1/14/2004","1/14/2004","0.00"
"438","57","2","1","1/13/2004","1/13/2004","0.00"
"439","22","2","1","1/15/2004","1/15/2004","0.00"
"440","23","2","1","1/15/2004","1/15/2004","0.00"
"441","40","2","1","1/15/2004","1/15/2004","0.00"
"442","58","2","1","1/15/2004","1/15/2004","0.00"
"443","40","2","1","1/16/2004","1/16/2004","0.00"
"444","3","2","1","1/16/2004","1/16/2004","0.00"
"445","35","2","1","1/16/2004","1/16/2004","0.00"
"446","45","7","1","1/16/2004","1/16/2004","0.00"
"447","7","2","1","1/16/2004","1/16/2004","0.00"
"448","13","2","1","1/16/2004","1/16/2004","22.31"
"449","40","2","1","1/17/2004","1/17/2004","0.00"
"450","35","2","1","1/17/2004","1/17/2004","0.00"
"451","5","2","1","1/17/2004","1/17/2004","0.00"
"452","21","2","1","1/17/2004","1/17/2004","0.00"
"453","5","2","1","1/19/2004","1/19/2004","0.00"
"454","21","2","1","1/19/2004","1/19/2004","0.00"
"455","21","2","1","1/19/2004","1/19/2004","0.00"
"457","59","2","1","1/19/2004","1/19/2004","0.00"
"459","60","2","1","1/20/2004","1/20/2004","28.55"
"460","18","2","1","1/20/2004","1/20/2004","0.00"
"461","53","2","1","1/20/2004","1/20/2004","0.00"
"462","22","2","1","1/21/2004","1/21/2004","0.00"
"463","40","2","1","1/21/2004","1/21/2004","0.00"
"464","2","2","1","1/21/2004","1/21/2004","0.00"
"467","1","7","1","1/21/2004","1/21/2004","0.00"
"468","5","7","1","1/21/2004","1/21/2004","0.00"
"469","23","7","1","1/21/2004","1/21/2004","0.00"
"470","17","2","1","1/22/2004","1/22/2004","0.00"
"471","17","2","1","1/22/2004","1/22/2004","0.00"
"472","2","2","1","1/22/2004","1/22/2004","0.00"
"473","18","2","1","1/22/2004","1/22/2004","0.00"
"474","5","2","1","1/23/2004","1/23/2004","0.00"
"475","61","2","1","1/24/2004","1/24/2004","0.00"
"476","25","7","1","1/26/2004","1/26/2004","27.80"
"477","44","2","1","1/26/2004","1/26/2004","0.00"
"478","21","2","1","1/26/2004","1/26/2004","0.00"
"485","2","2","1","1/26/2004","1/26/2004","0.00"
"486","22","2","1","1/26/2004","1/26/2004","0.00"
"487","26","2","1","1/26/2004","1/26/2004","0.00"
"488","26","2","1","1/26/2004","1/26/2004","0.00"
"489","13","7","1","1/26/2004","1/26/2004","25.60"
"490","62","7","1","1/27/2004","1/27/2004","0.00"
"491","22","2","1","1/27/2004","1/27/2004","0.00"
"492","2","2","1","1/27/2004","1/27/2004","0.00"
"493","41","2","1","2/2/2004","2/2/2004","0.00"
"494","63","2","1","2/2/2004","2/2/2004","0.00"
"495","5","2","1","1/28/2004","1/28/2004","0.00"
"497","5","2","1","1/29/2004","1/29/2004","0.00"
"498","22","7","1","1/29/2004","1/29/2004","0.00"
"499","2","2","1","1/30/2004","1/30/2004","0.00"
"500","40","2","1","1/30/2004","1/30/2004","0.00"
"501","7","2","1","1/30/2004","1/30/2004","0.00"
"502","40","2","1","1/31/2004","1/31/2004","0.00"
"503","21","2","1","2/2/2004","2/2/2004","0.00"
"504","40","2","1","2/2/2004","2/2/2004","0.00"
"505","3","2","1","2/2/2004","2/2/2004","0.00"
"506","42","2","1","2/2/2004","2/2/2004","28.07"
"507","54","2","1","2/2/2004","2/2/2004","28.07"
"508","22","2","1","2/3/2004","2/3/2004","0.00"
"509","3","2","1","2/3/2004","2/3/2004","0.00"
"510","18","2","1","2/3/2004","2/3/2004","0.00"
"512","60","2","1","2/4/2004","2/4/2004","28.00"
"513","22","2","1","2/4/2004","2/4/2004","0.00"
"514","40","2","1","2/5/2004","2/5/2004","0.00"
"516","22","2","1","2/5/2004","2/5/2004","0.00"
"517","2","2","1","2/5/2004","2/5/2004","0.00"
"518","64","2","1","2/5/2004","2/5/2004","28.00"
"519","1","2","1","2/5/2004","2/5/2004","0.00"
"520","36","7","1","2/5/2004","2/5/2004","0.00"
"521","19","2","1","2/5/2004","2/5/2004","0.00"
"522","2","2","1","2/6/2004","2/6/2004","0.00"
"523","17","2","1","2/6/2004","2/6/2004","0.00"
"524","5","2","1","2/6/2004","2/6/2004","0.00"
"526","4","2","1","2/7/2004","2/7/2004","0.00"
"527","40","7","1","2/7/2004","2/7/2004","0.00"
"532","37","2","1","2/7/2004","2/7/2004","0.00"
"533","21","2","1","2/9/2004","2/9/2004","0.00"
"534","40","2","1","2/9/2004","2/9/2004","0.00"
"535","22","2","1","2/9/2004","2/9/2004","0.00"
"536","4","2","1","2/9/2004","2/9/2004","0.00"
"538","18","2","1","2/9/2004","2/9/2004","0.00"
"539","23","2","1","2/10/2004","2/10/2004","0.00"
"540","13","2","1","2/10/2004","2/10/2004","28.00"
"541","2","2","1","2/10/2004","2/10/2004","0.00"
"542","5","2","1","2/10/2004","2/10/2004","0.00"
"543","22","7","1","2/10/2004","2/10/2004","0.00"
"544","22","2","1","2/11/2004","2/11/2004","0.00"
"546","40","2","1","2/12/2004","2/12/2004","0.00"
"547","21","2","1","2/12/2004","2/12/2004","0.00"
"549","24","7","1","2/12/2004","2/12/2004","28.00"
"550","18","2","1","2/12/2004","2/12/2004","0.00"
"552","4","2","1","2/13/2004","2/13/2004","0.00"
"553","7","2","1","2/13/2004","2/13/2004","0.00"
"555","22","2","1","2/16/2004","2/16/2004","0.00"
"557","3","2","1","2/16/2004","2/16/2004","0.00"
